date, DAXPoints
735094,6.935510e+03
735095,6.965040e+03
735096,6.953010e+03
735097,6.958390e+03
735098,7.011370e+03
735101,7.037020e+03
735102,7.048790e+03
735103,7.048300e+03
735104,7.065990e+03
735105,6.957600e+03
735108,6.960020e+03
735109,7.004050e+03
735110,7.003020e+03
735111,6.962290e+03
735112,6.897730e+03
735115,6.946610e+03
735116,7.012990e+03
735117,6.941660e+03
735118,6.984310e+03
735119,7.183920e+03
735122,7.207960e+03
735123,7.197200e+03
735124,7.331580e+03
735125,7.341780e+03
735126,7.397980e+03
735129,7.390290e+03
735130,7.350090e+03
735131,7.387180e+03
735132,7.322620e+03
735133,7.409340e+03
735136,7.419650e+03
735137,7.406220e+03
735138,7.362980e+03
735139,7.313150e+03
735140,7.330610e+03
735143,7.227810e+03
735144,7.278130e+03
735146,7.368210e+03
735147,7.327700e+03
735150,7.340390e+03
735151,7.306330e+03
735152,7.219460e+03
735153,7.192750e+03
735154,7.260570e+03
735157,7.237400e+03
735158,7.309080e+03
735159,7.381080e+03
735160,7.401410e+03
735161,7.413690e+03
735164,7.372360e+03
735165,7.339160e+03
735166,7.202030e+03
735167,7.203120e+03
735168,7.161730e+03
735171,7.205050e+03
735172,7.239690e+03
735173,7.305070e+03
735174,7.255300e+03
735175,7.336520e+03
735178,7.320980e+03
735179,7.336460e+03
735180,7.425080e+03
735181,7.260350e+03
735182,7.220690e+03
735185,7.164680e+03
735186,7.131600e+03
735187,7.156340e+03
735188,7.064990e+03
735189,7.045630e+03
735192,7.020230e+03
735193,7.098130e+03
735194,7.148910e+03
735195,7.210460e+03
735196,7.258330e+03
735199,7.286690e+03
735200,7.343010e+03
735201,7.317490e+03
735202,7.382550e+03
735203,7.399090e+03
735206,7.427410e+03
735207,7.428130e+03
735208,7.480590e+03
735209,7.469540e+03
735210,7.539780e+03
735213,7.484950e+03
735214,7.529240e+03
735215,7.595200e+03
735216,7.618620e+03
735217,7.599030e+03
735220,7.604160e+03
735221,7.634280e+03
735222,7.675330e+03
735223,7.642990e+03
735224,7.632410e+03
735230,7.652270e+03
735231,7.649890e+03
735236,7.689460e+03
735237,7.762130e+03
735238,7.740990e+03
735241,7.760010e+03
735242,7.710700e+03
735243,7.713570e+03
735244,7.732140e+03
735245,7.725930e+03
735248,7.737610e+03
735249,7.704050e+03
735250,7.661610e+03
735251,7.677280e+03
735252,7.747130e+03
735255,7.727770e+03
735256,7.741880e+03
735257,7.702920e+03
